#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2015-03-13 23:47:02
#Fields: date time s-sitename cs-method cs-uri-stem cs-uri-query cs-username c-ip cs-version cs(User-Agent) cs(Cookie) cs(Referer) cs-host sc-status sc-substatus sc-win32-status sc-bytes cs-bytes time-taken
2015-03-13 23:47:01 W3SVC3464 GET / - - 185.58.207.63 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+WOW64;+rv:23.0)+Gecko/20100101+Firefox/23.0 - - KSMITI.com 200 0 0 19235 141 1126
2015-03-14 14:27:47 W3SVC3464 GET /banner/6.jpg - - 64.233.173.217 HTTP/1.1 Mozilla/5.0+(en-us)+AppleWebKit/534.14+(KHTML,+like+Gecko;+Google+Wireless+Transcoder)+Chrome/9.0.597+Safari/534.14 - http://www.ksmiti.com/banner.html www.ksmiti.com 200 0 0 45274 382 125
2015-03-14 14:27:47 W3SVC3464 GET /logo/logo.png - - 64.233.173.212 HTTP/1.1 Mozilla/5.0+(en-us)+AppleWebKit/534.14+(KHTML,+like+Gecko;+Google+Wireless+Transcoder)+Chrome/9.0.597+Safari/534.14 - http://www.ksmiti.com/ www.ksmiti.com 200 0 0 29613 372 234
2015-03-14 14:27:47 W3SVC3464 GET /style.css - - 64.233.173.222 HTTP/1.1 Mozilla/5.0+(en-us)+AppleWebKit/534.14+(KHTML,+like+Gecko;+Google+Wireless+Transcoder)+Chrome/9.0.597+Safari/534.14 - http://www.ksmiti.com/ www.ksmiti.com 200 0 0 2686 368 125
2015-03-14 14:27:47 W3SVC3464 GET /images/bodyBg.png - - 64.233.173.222 HTTP/1.1 Mozilla/5.0+(en-us)+AppleWebKit/534.14+(KHTML,+like+Gecko;+Google+Wireless+Transcoder)+Chrome/9.0.597+Safari/534.14 - http://www.ksmiti.com/ www.ksmiti.com 200 0 0 995 376 46
2015-03-14 14:27:47 W3SVC3464 GET /images/bodyBg.jpg - - 64.233.173.217 HTTP/1.1 Mozilla/5.0+(en-us)+AppleWebKit/534.14+(KHTML,+like+Gecko;+Google+Wireless+Transcoder)+Chrome/9.0.597+Safari/534.14 - http://www.ksmiti.com/ www.ksmiti.com 200 0 0 4442 376 46
2015-03-14 14:27:48 W3SVC3464 GET /banner/3.jpg - - 64.233.173.222 HTTP/1.1 Mozilla/5.0+(en-us)+AppleWebKit/534.14+(KHTML,+like+Gecko;+Google+Wireless+Transcoder)+Chrome/9.0.597+Safari/534.14 - http://www.ksmiti.com/banner.html www.ksmiti.com 200 0 0 71769 382 344
2015-03-14 14:27:48 W3SVC3464 GET /banner/1.jpg - - 64.233.173.212 HTTP/1.1 Mozilla/5.0+(en-us)+AppleWebKit/534.14+(KHTML,+like+Gecko;+Google+Wireless+Transcoder)+Chrome/9.0.597+Safari/534.14 - http://www.ksmiti.com/banner.html www.ksmiti.com 200 0 0 39848 382 328
2015-03-14 14:27:48 W3SVC3464 GET /images/mid.jpg - - 64.233.173.217 HTTP/1.1 Mozilla/5.0+(en-us)+AppleWebKit/534.14+(KHTML,+like+Gecko;+Google+Wireless+Transcoder)+Chrome/9.0.597+Safari/534.14 - http://www.ksmiti.com/ www.ksmiti.com 200 0 0 5150 373 172
2015-03-14 14:27:48 W3SVC3464 GET /banner/5.jpg - - 64.233.173.217 HTTP/1.1 Mozilla/5.0+(en-us)+AppleWebKit/534.14+(KHTML,+like+Gecko;+Google+Wireless+Transcoder)+Chrome/9.0.597+Safari/534.14 - http://www.ksmiti.com/banner.html www.ksmiti.com 200 0 0 65905 382 453
2015-03-14 14:27:48 W3SVC3464 GET /images/footerBg.jpg - - 64.233.173.217 HTTP/1.1 Mozilla/5.0+(en-us)+AppleWebKit/534.14+(KHTML,+like+Gecko;+Google+Wireless+Transcoder)+Chrome/9.0.597+Safari/534.14 - http://www.ksmiti.com/ www.ksmiti.com 200 0 0 9053 378 297
2015-03-14 14:27:48 W3SVC3464 GET /banner/2.jpg - - 64.233.173.217 HTTP/1.1 Mozilla/5.0+(en-us)+AppleWebKit/534.14+(KHTML,+like+Gecko;+Google+Wireless+Transcoder)+Chrome/9.0.597+Safari/534.14 - http://www.ksmiti.com/banner.html www.ksmiti.com 200 0 0 84402 382 563
2015-03-14 14:27:48 W3SVC3464 GET /banner/4.jpg - - 64.233.173.212 HTTP/1.1 Mozilla/5.0+(en-us)+AppleWebKit/534.14+(KHTML,+like+Gecko;+Google+Wireless+Transcoder)+Chrome/9.0.597+Safari/534.14 - http://www.ksmiti.com/banner.html www.ksmiti.com 200 0 0 172930 382 610
2015-03-14 14:30:15 W3SVC3464 GET /contact.htm - - 64.233.173.212 HTTP/1.1 Mozilla/5.0+(en-us)+AppleWebKit/534.14+(KHTML,+like+Gecko;+Google+Wireless+Transcoder)+Chrome/9.0.597+Safari/534.14 - - www.ksmiti.com 200 0 0 18508 337 187
2015-03-14 14:32:37 W3SVC3464 GET /faculty.htm - - 64.233.173.212 HTTP/1.1 Mozilla/5.0+(en-us)+AppleWebKit/534.14+(KHTML,+like+Gecko;+Google+Wireless+Transcoder)+Chrome/9.0.597+Safari/534.14 - - www.ksmiti.com 200 0 0 19942 337 203
2015-03-14 14:33:03 W3SVC3464 GET /staff.htm - - 64.233.173.212 HTTP/1.1 Mozilla/5.0+(en-us)+AppleWebKit/534.14+(KHTML,+like+Gecko;+Google+Wireless+Transcoder)+Chrome/9.0.597+Safari/534.14 - - www.ksmiti.com 404 0 2 1405 335 46
2015-03-14 14:33:24 W3SVC3464 GET / - - 64.233.173.222 HTTP/1.1 Mozilla/5.0+(en-us)+AppleWebKit/534.14+(KHTML,+like+Gecko;+Google+Wireless+Transcoder)+Chrome/9.0.597+Safari/534.14 - - www.ksmiti.com 200 0 0 19216 326 187
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2015-03-14 15:00:47
#Fields: date time s-sitename cs-method cs-uri-stem cs-uri-query cs-username c-ip cs-version cs(User-Agent) cs(Cookie) cs(Referer) cs-host sc-status sc-substatus sc-win32-status sc-bytes cs-bytes time-taken
2015-03-14 15:00:47 W3SVC3464 GET /facility.htm - - 180.76.5.145 HTTP/1.1 Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html) - - www.ksmiti.com 200 0 0 19130 228 626
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2015-03-14 15:29:06
#Fields: date time s-sitename cs-method cs-uri-stem cs-uri-query cs-username c-ip cs-version cs(User-Agent) cs(Cookie) cs(Referer) cs-host sc-status sc-substatus sc-win32-status sc-bytes cs-bytes time-taken
2015-03-14 15:29:05 W3SVC3464 GET /robots.txt - - 66.249.67.146 HTTP/1.1 Mozilla/5.0+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) - - www.ksmiti.com 404 0 2 1405 255 657
2015-03-14 15:29:07 W3SVC3464 GET / - - 66.249.67.146 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+6_0+like+Mac+OS+X)+AppleWebKit/536.26+(KHTML,+like+Gecko)+Version/6.0+Mobile/10A5376e+Safari/8536.25+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) - - www.ksmiti.com 200 0 0 19216 412 1017
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2015-03-14 16:53:09
#Fields: date time s-sitename cs-method cs-uri-stem cs-uri-query cs-username c-ip cs-version cs(User-Agent) cs(Cookie) cs(Referer) cs-host sc-status sc-substatus sc-win32-status sc-bytes cs-bytes time-taken
2015-03-14 16:53:09 W3SVC3464 GET /script.js - - 168.235.197.214 HTTP/1.1 Mozilla/5.0+(Linux;+U;+Android+4.1.2;+en-US;+GT-S5282+Build/JZO54K)+AppleWebKit/534.30+(KHTML,+like+Gecko)+Version/4.0+UCBrowser/10.2.0.535+U3/0.8.0+Mobile+Safari/534.30 - http://www.ksmiti.com/ www.ksmiti.com 200 0 0 1531 549 438
2015-03-14 16:53:09 W3SVC3464 GET /style.css - - 168.235.197.214 HTTP/1.1 Mozilla/5.0+(Linux;+U;+Android+4.1.2;+en-US;+GT-S5282+Build/JZO54K)+AppleWebKit/534.30+(KHTML,+like+Gecko)+Version/4.0+UCBrowser/10.2.0.535+U3/0.8.0+Mobile+Safari/534.30 - http://www.ksmiti.com/ www.ksmiti.com 200 0 0 2686 564 438
2015-03-14 16:53:09 W3SVC3464 GET / - - 168.235.197.214 HTTP/1.1 Mozilla/5.0+(Linux;+U;+Android+4.1.2;+en-US;+GT-S5282+Build/JZO54K)+AppleWebKit/534.30+(KHTML,+like+Gecko)+Version/4.0+UCBrowser/10.2.0.535+U3/0.8.0+Mobile+Safari/534.30 - http://lm.facebook.com/l.php?u=http%3A%2F%2Fwww.ksmiti.com%2F&h=DAQH8oL5j&s=1 www.ksmiti.com 200 0 0 19216 775 1268
2015-03-14 16:53:09 W3SVC3464 GET /images/bodyBg.png - - 168.235.197.214 HTTP/1.1 Mozilla/5.0+(Linux;+U;+Android+4.1.2;+en-US;+GT-S5282+Build/JZO54K)+AppleWebKit/534.30+(KHTML,+like+Gecko)+Version/4.0+UCBrowser/10.2.0.535+U3/0.8.0+Mobile+Safari/534.30 - http://www.ksmiti.com/ www.ksmiti.com 200 0 0 995 450 219
2015-03-14 16:53:09 W3SVC3464 GET /images/arrow.gif - - 168.235.197.214 HTTP/1.1 Mozilla/5.0+(Linux;+U;+Android+4.1.2;+en-US;+GT-S5282+Build/JZO54K)+AppleWebKit/534.30+(KHTML,+like+Gecko)+Version/4.0+UCBrowser/10.2.0.535+U3/0.8.0+Mobile+Safari/534.30 - http://www.ksmiti.com/ www.ksmiti.com 404 0 2 1405 449 407
2015-03-14 16:53:09 W3SVC3464 GET /banner.html - - 168.235.197.214 HTTP/1.1 Mozilla/5.0+(Linux;+U;+Android+4.1.2;+en-US;+GT-S5282+Build/JZO54K)+AppleWebKit/534.30+(KHTML,+like+Gecko)+Version/4.0+UCBrowser/10.2.0.535+U3/0.8.0+Mobile+Safari/534.30 - http://www.ksmiti.com/ www.ksmiti.com 200 0 0 2529 546 454
2015-03-14 16:53:09 W3SVC3464 GET /favicon.ico - - 168.235.197.214 HTTP/1.1 Mozilla/5.0+(Linux;+U;+Android+4.1.2;+en-US;+GT-S5282+Build/JZO54K)+AppleWebKit/534.30+(KHTML,+like+Gecko)+Version/4.0+UCBrowser/10.2.0.535+U3/0.8.0+Mobile+Safari/534.30 - - www.ksmiti.com 404 0 2 1405 513 422
